-2.000000000000000000e+00,-5.099999999999993427e-01
-1.599999999999999645e+00,-5.599999999999996092e-01
-1.099999999999999645e+00,-8.099999999999996092e-01
-6.999999999999992895e-01,-1.009999999999999343e+00
-5.499999999999998224e-01,-1.009999999999999343e+00
-1.499999999999994671e-01,-1.009999999999999343e+00
1.000000000000005329e-01,-1.009999999999999343e+00
4.000000000000003553e-01,-1.059999999999999609e+00
7.000000000000010658e-01,-8.099999999999996092e-01
1.250000000000000000e+00,-8.099999999999996092e-01
1.250000000000000000e+00,-7.099999999999995204e-01
1.300000000000000711e+00,-1.599999999999992539e-01
8.000000000000007105e-01,9.000000000000074607e-02
6.500000000000003553e-01,1.900000000000003908e-01
1.000000000000005329e-01,3.400000000000007461e-01
-2.999999999999998224e-01,3.900000000000005684e-01
